recency,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,uplift_score,baseline_conversion_prob
2,492.02,1,0,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,True,False,0.008080939474095125,0.017171097392870534
1,48.32,0,1,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.005415819046334416,0.007814209466588588
10,29.99,1,0,0,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,-0.0014030303871623052,0.005756450664643271
2,391.33,1,0,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.010188201945192172,0.012812309049365906
1,729.7,1,1,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,True,False,False,True,0.018645723583612134,0.008687776761897751
3,203.3,0,1,0,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0037675697004017662,0.01209422422073028
9,185.43,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.009161947373045022,0.0044271490151903195
7,29.99,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.00425800887379624,0.0012794869264652637
9,78.62,1,0,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.005680546972078015,0.003952692612344691
12,150.06,0,1,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.004556926592063897,0.003682971150040224
6,42.66,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0036966656956370046,0.0025908512289107037
3,549.29,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,True,False,False,False,0.00836311909523078,0.0036512753891732542
9,506.83,1,0,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,False,False,False,False,0.012656931849299925,0.004423144630590596
10,115.4,1,0,0,Sleeping Dogs,0,0,0.0,1,True,False,False,False,False,False,False,True,True,False,-0.0005014012423709456,0.006048345583801358
6,40.07,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.003247841600336489,0.001343591449674609
11,417.21,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,False,True,True,False,0.006799901295590909,0.003117470157525581
1,259.91,0,1,1,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.003888988929557329,0.006988251321059399
11,53.81,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0027841196078039554,0.0015043369374850679
9,154.15,0,1,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.006108457100633946,0.000842601248841015
2,278.8,1,0,0,Sure Things,0,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.002516715788774722,0.028187986776723694
2,428.74,1,0,0,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,False,True,False,0.0025184589417435593,0.015500970354524794
11,228.09,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.008072058094341061,0.0021864967875155684
1,640.58,0,1,1,Sleeping Dogs,0,0,0.0,1,False,False,False,True,False,False,False,True,True,False,-0.0018783051033746702,0.00747791859768565
4,194.11,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.010119883730272384,0.004305822910360033
7,84.49,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.0009660277015899532,0.003848819099291684
7,235.14,0,1,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.006807744018765508,0.0017238893815935707
2,29.99,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,2.628448928970739e-05,0.007467383813637041
7,272.32,1,0,1,Sure Things,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.005989377042107012,0.006276606013382029
2,95.33,0,1,0,Sure Things,1,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0025976067985147133,0.010213419933769306
5,494.26,1,1,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,True,False,True,False,0.005162960355010092,0.009308515688055288
2,809.07,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,True,False,0.02555150595275766,0.009960008963733018
3,101.61,0,1,1,Sure Things,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.0011189441375859368,0.006354593899355763
8,52.64,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0040471851356645785,0.002586726114929875
6,466.29,1,0,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,True,False,False,0.006079804288193557,0.006123996793991282
3,100.85,1,0,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,True,False,0.002794385993779746,0.003532365577218756
3,1397.57,1,0,1,Sure Things,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.004648828270544851,0.017535378448389025
2,770.58,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,True,False,0.024803042534015746,0.002986068979531491
3,1973.87,1,0,1,Sure Things,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0036506339779059163,0.02650080108711791
3,133.51,1,0,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.005257009653508433,0.01220469597314878
8,31.52,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.005962784948244374,0.0034721970667250953
11,189.25,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.0033656438406322936,0.0010469100397005402
8,66.14,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.002537242628259555,0.0008571639337187919
11,146.04,0,1,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.0051784699501607155,0.0007827601635180943
12,29.99,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.006953695002483297,0.0043048370044270305
9,1172.42,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,True,False,False,True,0.012524784152020864,0.012988252765714671
5,244.34,0,1,1,Lost Causes,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.00522070859600738,0.0026901673319360804
9,151.01,1,0,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0035609376623390128,0.0011833227239636261
11,35.43,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.0031667000629987396,0.0015043369374850679
3,313.6,0,1,0,Sleeping Dogs,0,0,0.0,0,False,True,False,False,False,False,True,False,True,False,-3.0121466919190085e-05,0.012972166325113867
1,117.27,0,1,0,Sleeping Dogs,0,0,0.0,1,True,False,False,False,False,False,False,False,True,False,-0.001228593725876241,0.011242141790997046
5,29.99,0,1,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.002354756910505143,0.0046452573006975474
3,683.2,1,1,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,False,False,False,False,0.009494819569368783,0.005440406246658864
1,110.07,0,1,0,Sleeping Dogs,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,-0.005842391986637848,0.013744337112157334
2,29.99,0,1,0,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.0027373011478040426,0.00796001295887576
11,160.04,1,0,0,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.004493417925110252,0.005245089448696972
1,418.68,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.01476819913656889,0.013354775003267172
11,316.23,1,0,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.009704899699195628,0.0024897439623319294
9,329.96,0,1,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,True,False,0.01343402589071285,0.00133137660559848
7,185.73,1,0,0,Persuadables,0,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.015269450729357063,0.005760806934489904
1,616.73,0,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,False,True,0.002854796820995143,0.007647810537119036
3,249.71,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,True,False,0.00879140477812548,0.016123116932705912
2,46.09,0,1,0,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,-0.0008852134190581833,0.00834947742691783
8,48.87,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.006746923946524927,0.0011628055885644236
4,270.24,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,True,False,0.01000489992921529,0.006385774270829668
9,228.8,1,0,0,Persuadables,1,0,0.0,1,False,True,False,False,False,False,True,False,False,False,0.011625431205732017,0.0029749158152080814
9,162.59,0,1,0,Lost Causes,1,0,0.0,1,True,False,False,False,False,False,False,True,True,False,0.0051508248518933215,0.0008501243178749665
12,87.62,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.002294463850410918,0.003637218120771692
3,29.99,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.002569437558482719,0.007292322967575409
2,29.99,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,2.628448928970739e-05,0.007467383813637041
7,229.53,1,0,0,Sure Things,1,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.004321089151776927,0.010984188237548938
1,439.93,1,1,1,Persuadables,0,0,0.0,0,False,False,True,False,False,False,False,False,False,False,0.009693508839443685,0.013501703685952786
2,289.55,0,1,0,Sure Things,1,0,0.0,0,False,True,False,False,False,False,False,False,True,False,0.0006620741172587204,0.012738912933940956
5,29.99,0,1,1,Lost Causes,1,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0019625798569335505,0.004578151942263585
9,274.29,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.009060781644216902,0.00827759109346123
1,293.37,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,True,False,0.009314749086602618,0.008693843791195368
12,29.99,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0039530249748993725,0.003021993423192636
1,407.09,1,0,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.010289537196290683,0.01583721414090151
1,142.4,0,1,0,Sleeping Dogs,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,-0.004969192947188403,0.010260033997412162
1,29.99,0,1,1,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.002322145315943937,0.007377108853094728
12,284.54,1,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.012359224994537264,0.004820654294701807
2,60.2,0,1,1,Sure Things,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.003053979406905853,0.006011238118841144
4,1089.77,1,0,1,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,True,False,True,False,False,-0.0015936522116697764,0.012661720383233536
1,790.36,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.03312985529713207,0.007219898297469162
4,36.49,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.008309474905637033,0.001690947188998255
12,271.89,1,0,0,Sure Things,0,0,0.0,1,False,True,False,False,False,False,False,False,False,True,0.0029349825544284745,0.009500262077456564
3,39.83,0,1,1,Sure Things,1,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.00101387390425215,0.005059748505433592
5,269.99,1,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,True,False,0.01680460760885617,0.005380095318960296
4,292.61,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.009555114501119876,0.009618333530915306
6,29.99,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0018819940490026896,0.00420624004956254
9,116.3,1,0,1,Lost Causes,1,0,0.0,1,True,False,False,False,False,False,False,False,False,True,0.004816119319317174,0.0012319615109728792
5,29.99,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.0019443908457216826,0.003935995063184292
3,29.99,0,1,1,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,-0.0026761343854052495,0.007113254419198448
7,39.78,0,1,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.005005372838469536,0.0026724554471728606
1,720.17,1,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,True,False,0.00325124515777735,0.014373964774832501
4,69.08,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.002226821121712374,0.005814108475757806
1,301.19,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.013656339546594766,0.00768912658669259
10,307.64,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,False,0.014628547526409987,0.0013470330669452745
7,481.56,1,0,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,True,False,False,True,0.00664511696245579,0.0077618915234061794
10,29.99,0,1,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.004358778842058651,0.006858424039980813
5,425.1,1,0,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,False,True,False,0.003965069158120838,0.006597183926725498
10,36.28,1,0,1,Persuadables,0,0,0.0,0,False,False,False,False,False,False,False,True,False,True,0.009938807675188819,0.0008115353373366046
7,32.42,1,0,0,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,True,False,True,False,0.002607104585071366,0.0027921669283781318
1,150.93,1,0,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.004971022628842142,0.0031790895061837086
1,506.51,1,0,1,Persuadables,0,0,0.0,0,False,False,False,True,False,False,False,True,False,False,0.008342086951654976,0.0077192917991876575
8,575.62,1,1,1,Sure Things,0,0,0.0,1,False,False,False,True,False,False,False,True,False,False,0.006348505313124411,0.0048168883788798095
2,145.76,0,1,1,Lost Causes,1,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.005173173067885008,0.003990272602474941
8,428.0,1,0,1,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,False,0.008071233121148231,0.003577780680105262
6,604.39,1,1,1,Sure Things,0,0,0.0,0,False,False,False,True,False,False,False,True,True,False,0.005402009691004682,0.007145401916858514
8,171.88,1,0,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.01658171331976094,0.006344049106411215
7,29.99,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.006443948769904333,0.0008282609004001387
1,209.98,1,0,0,Sure Things,1,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.0059397133793718925,0.012732691256650443
3,166.0,0,1,0,Persuadables,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.00686608833015361,0.011015611993013341
8,336.76,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,True,False,0.009539701041926371,0.004934639859721246
4,356.73,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,True,0.01048402742417661,0.014265636106020661
4,52.12,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.007916383102840627,0.005100170672947252
7,406.7,0,1,1,Sure Things,0,0,0.0,1,False,False,True,False,False,False,True,False,True,False,0.0032671314115048887,0.006420755271000766
6,277.81,1,0,1,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.004735949404853064,0.005448419225309916
1,181.98,0,1,1,Sure Things,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0034470165501093754,0.00851620180943237
5,29.99,0,1,1,Sleeping Dogs,0,0,0.0,0,False,False,False,False,False,False,False,False,False,True,-0.0015833348357317664,0.004968467713978153
5,29.99,0,1,0,Lost Causes,1,0,0.0,0,False,False,False,False,False,False,True,False,False,True,0.002354756910505143,0.0046452573006975474
6,29.99,0,1,1,Sleeping Dogs,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,-0.0023214645912001605,0.008964540006914665
8,130.31,1,0,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.0034434378428322724,0.0006333147920510014
3,65.26,1,0,0,Persuadables,1,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.01271541395740838,0.009319511106083096
2,115.56,0,1,1,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,True,False,False,True,0.0042673388211932955,0.004498035339773692
8,104.94,0,1,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,True,False,0.0059221550099955896,0.0029711656890127765
7,69.44,1,0,0,Sure Things,1,0,0.0,1,False,False,False,False,False,False,False,False,False,True,2.5927811367329467e-05,0.006048737975570154
2,224.89,1,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,False,0.01960192723136292,0.008973945598923208
5,354.03,1,0,0,Persuadables,0,0,0.0,1,False,False,True,False,False,False,False,True,False,True,0.013598858608714098,0.006781950822477931
10,151.43,1,0,0,Lost Causes,0,0,0.0,0,True,False,False,False,False,False,False,True,False,True,0.005287422410684997,0.0019291182454772543
11,120.14,1,0,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0029277790414313875,0.002915562581443491
5,290.86,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.012494189886423477,0.0037302562065216153
11,81.06,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.005747778129858088,0.006421566991596127
10,55.11,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.007896012531029666,0.0007813567808775551
1,513.83,0,1,1,Persuadables,0,0,0.0,1,False,False,False,True,False,False,True,False,False,False,0.010248681643701407,0.008570617178681616
4,770.38,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.02302521069484165,0.0024771849572651746
1,33.5,1,0,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.008260243351741088,0.0021828176438752496
2,56.25,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.005342694296987393,0.0016501099042171106
2,1093.92,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,True,0.02448538848377835,0.014278294329446481
1,752.8,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,True,False,0.024961896968006915,0.011148546165698279
2,199.95,1,0,1,Persuadables,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.00769193313573651,0.0020986207696454488
9,239.91,0,1,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,False,True,False,0.014285223463253113,0.007524159449243573
8,43.16,0,1,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0030262425967557778,0.0017388932639993246
2,418.81,0,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,False,False,0.019832275383056354,0.00951565689806991
3,67.4,1,0,0,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.005955864539526052,0.0037161376205129006
10,54.25,0,1,0,Persuadables,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.0065481665944084125,0.002411397654869906
7,329.26,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,True,0.012504538817606603,0.0025893404745510416
1,29.99,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,False,True,False,0.023623147198339123,0.0025641564771205056
5,39.52,1,0,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.002503621678795139,0.0015803649473096792
1,307.58,1,0,0,Sure Things,0,0,0.0,0,False,True,False,False,False,False,True,False,False,False,0.0032655670641101864,0.01060573060288335
6,92.32,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,True,False,0.002870998981838525,0.0053321540547100026
10,375.9,0,1,0,Sure Things,0,0,0.0,1,False,False,True,False,False,False,False,True,False,True,0.004648768694783069,0.007883011445007467
9,29.99,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.0003845539245417879,0.00624718045623792
9,220.51,1,0,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,False,False,0.013263442970355832,0.003715678440034259
6,78.69,0,1,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,True,False,0.0015882451256974666,0.005873996308997836
3,376.14,1,0,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,True,False,0.007494220773806299,0.016958795041184794
1,179.63,1,0,0,Persuadables,1,0,0.0,1,True,False,False,False,False,False,True,False,True,False,0.012567349756888106,0.005097022945302371
8,59.76,0,1,1,Lost Causes,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.0010709119434820571,0.003953914947041759
4,320.17,0,1,1,Persuadables,0,0,0.0,1,False,True,False,False,False,False,False,True,True,False,0.007011969282193182,0.0020328246437616685
1,103.07,1,0,0,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,True,False,False,True,0.006180009352123369,0.0034923794456912754
10,35.84,1,0,1,Lost Causes,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0035323607832540562,0.0009780774169432136
2,90.91,1,0,0,Sure Things,0,0,0.0,1,False,False,False,False,False,False,True,False,False,True,0.004675048855633219,0.0048608680512359234
5,215.03,0,1,1,Lost Causes,0,0,0.0,0,False,True,False,False,False,False,False,True,False,True,0.004875150830263653,0.004519724174150008
1,856.4,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,True,0.03021061969217352,0.004484410978495365
10,139.83,1,0,1,Lost Causes,0,0,0.0,1,True,False,False,False,False,False,False,True,True,False,0.0018980230258686874,0.0012240488431679542
10,245.09,1,0,0,Persuadables,0,0,0.0,0,False,True,False,False,False,False,False,True,False,False,0.01736488220412112,0.003694387099571475
6,127.2,0,1,0,Sure Things,0,0,0.0,0,True,False,False,False,False,False,True,False,True,False,0.0018717601140616066,0.005778671167838974
1,470.65,1,0,0,Sleeping Dogs,0,0,0.0,1,False,False,True,False,False,False,False,True,True,False,-0.006700943968303157,0.025408362012291845
1,59.13,1,0,1,Persuadables,0,0,0.0,1,False,False,False,False,False,False,False,True,False,True,0.008471458509531415,0.0032464249540720327
3,327.1,1,0,1,Persuadables,0,0,0.0,0,False,True,False,False,False,False,True,False,False,True,0.013519348904874802,0.00918015008811565
1,399.72,1,1,0,Persuadables,1,0,0.0,1,False,False,True,False,False,False,True,False,True,False,0.008994246015414755,0.011228433620262959
3,29.99,1,0,0,Sure Things,0,0,0.0,0,False,False,False,False,False,False,False,True,True,False,0.0060482284375324765,0.006176588588730709
6,398.03,1,1,0,Persuadables,0,0,0.0,0,False,False,True,False,False,False,True,False,True,False,0.007901695440317982,0.010193918558717959
4,134.24,0,1,0,Lost Causes,1,0,0.0,1,True,False,False,False,False,False,False,True,False,True,0.0019956490095478473,0.003949346309613783
10,290.55,0,1,0,Persuadables,0,0,0.0,1,False,True,False,False,False,False,True,False,False,True,0.02351838299641384,0.0023677922591796713
