recency,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,history_segment_2) $100 - $200,history_segment_3) $200 - $350,history_segment_4) $350 - $500,history_segment_5) $500 - $750,"history_segment_6) $750 - $1,000","history_segment_7) $1,000 +",zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,uplift_score,baseline_conversion_prob,cost,roi_score,cumulative_customers,cumulative_cost,cumulative_incremental_conversions
1,832.28,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0424909424149545,0.0072198982974691,0.1,0.42490942414954497,20,2.0000000000000004,0.8891780145937404
1,824.31,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0424197214847219,0.0072198982974691,0.1,0.424197214847219,21,2.1000000000000005,0.9315977360784623
1,823.06,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0424197214847219,0.0072198982974691,0.1,0.424197214847219,22,2.2000000000000006,0.9740174575631843
3,894.24,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0423705913233488,0.0114354223207908,0.1,0.42370591323348794,23,2.3000000000000007,1.0163880488865331
2,895.0,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0420829237198954,0.0139725123751752,0.1,0.420829237198954,24,2.400000000000001,1.0584709726064285
1,860.11,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0420005126271274,0.0076710231482383,0.1,0.420005126271274,25,2.500000000000001,1.100471485233556
1,869.52,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0416686200676955,0.0078099120371272,0.1,0.41668620067695494,26,2.600000000000001,1.1421401053012514
1,869.54,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0416686200676955,0.0078099120371272,0.1,0.41668620067695494,27,2.700000000000001,1.1838087253689469
1,878.85,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0416494233006183,0.0132327581419049,0.1,0.416494233006183,28,2.800000000000001,1.2254581486695653
1,879.26,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0416494233006183,0.0132327581419049,0.1,0.416494233006183,29,2.9000000000000012,1.2671075719701836
3,935.05,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0412419012666723,0.0113678547532232,0.1,0.412419012666723,30,3.0000000000000013,1.308349473236856
1,875.31,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0412260361285268,0.0081588444336072,0.1,0.412260361285268,31,3.1000000000000014,1.3495755093653827
1,887.52,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0400031460473138,0.0132327581419049,0.1,0.400031460473138,32,3.2000000000000015,1.3895786554126965
2,811.23,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0398281050904349,0.0044395082593418,0.1,0.39828105090434895,33,3.3000000000000016,1.4294067605031315
3,791.04,1,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0396079064950266,0.0053384230588959,0.1,0.396079064950266,34,3.4000000000000017,1.469014666998158
1,898.42,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.039441481125938,0.0132327581419049,0.1,0.39441481125937994,35,3.5000000000000018,1.5084561481240961
1,907.35,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.039441481125938,0.0132327581419049,0.1,0.39441481125937994,36,3.600000000000002,1.5478976292500342
2,853.89,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0384357414122088,0.0048265305460084,0.1,0.38435741412208796,37,3.700000000000002,1.586333370662243
3,862.6,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.038017613800183,0.004496022319827,0.1,0.38017613800183,38,3.800000000000002,1.624350984462426
3,811.41,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0376725501840916,0.0047142465147284,0.1,0.376725501840916,39,3.900000000000002,1.6620235346465175
2,809.98,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0376231808857425,0.0053042902197444,0.1,0.37623180885742497,40,4.000000000000002,1.69964671553226
2,807.76,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0375651813099867,0.0027378453922069,0.1,0.37565181309986695,41,4.100000000000001,1.7372118968422467
2,801.37,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0374224128525896,0.0044395082593418,0.1,0.374224128525896,42,4.200000000000001,1.7746343096948363
3,977.64,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.037268954083821,0.0121665651110804,0.1,0.37268954083821,43,4.300000000000001,1.8119032637786572
2,978.6,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0371370978239097,0.0148384610800075,0.1,0.371370978239097,44,4.4,1.8490403616025668
2,818.92,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.037128014417822,0.0027378453922069,0.1,0.37128014417822,45,4.5,1.886168376020389
2,966.6,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0367957772375394,0.0149079055244519,0.1,0.36795777237539395,46,4.6,1.9229641532579282
3,905.51,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0364225423609314,0.0081796611602278,0.1,0.364225423609314,47,4.699999999999999,1.9593866956188597
2,793.28,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0363996992528363,0.0053042902197444,0.1,0.363996992528363,48,4.799999999999999,1.995786394871696
2,846.69,1,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0359803124068372,0.0054431791086332,0.1,0.359803124068372,49,4.899999999999999,2.0317667072785333
3,929.85,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0359456262722074,0.0081796611602278,0.1,0.3594562627220739,50,4.999999999999998,2.0677123335507406
2,985.22,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0356722145108479,0.0149879437111974,0.1,0.356722145108479,51,5.099999999999998,2.1033845480615883
3,870.57,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0356312082429905,0.0053092914135708,0.1,0.356312082429905,52,5.1999999999999975,2.1390157563045786
3,981.46,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0356070573002385,0.0123160477422704,0.1,0.356070573002385,53,5.299999999999997,2.174622813604817
3,787.51,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0353655660003637,0.0053384230588959,0.1,0.353655660003637,54,5.399999999999997,2.2099883796051807
3,783.84,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0352304921737531,0.0053384230588959,0.1,0.352304921737531,55,5.4999999999999964,2.245218871778934
2,780.35,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.035052738333149,0.0072202507952399,0.1,0.35052738333149,56,5.599999999999996,2.280271610112083
2,776.24,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.035052738333149,0.0072202507952399,0.1,0.35052738333149,57,5.699999999999996,2.315324348445232
3,884.14,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0349555260759453,0.0058732214703861,0.1,0.349555260759453,58,5.799999999999995,2.3502798745211773
1,945.73,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0348805649733633,0.0141468567321077,0.1,0.348805649733633,59,5.899999999999995,2.3851604394945407
1,826.35,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0346625473471381,0.004844752810632,0.1,0.34662547347138095,60,5.999999999999995,2.419822986841679
1,851.07,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0345763804298007,0.0051956639861875,0.1,0.34576380429800696,61,6.099999999999994,2.4543993672714794
1,806.82,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0344746649820561,0.0032320981909007,0.1,0.34474664982056097,62,6.199999999999994,2.4888740322535354
1,848.51,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0343043807632868,0.0051388458043693,0.1,0.34304380763286796,63,6.299999999999994,2.523178413016822
1,848.13,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0343043807632868,0.0051388458043693,0.1,0.34304380763286796,64,6.399999999999993,2.557482793780109
1,813.67,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0341716346790258,0.0032320981909007,0.1,0.341716346790258,65,6.499999999999993,2.591654428459135
2,946.42,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0340076301740586,0.0098086908890809,0.1,0.34007630174058595,66,6.5999999999999925,2.6256620586331936
2,949.57,0,1,1,Persuadables,1,1,221.03,1,False,False,False,False,True,False,False,True,False,False,0.033984256026752,0.0098086908890809,0.1,0.33984256026751997,67,6.699999999999992,2.6596463146599456
1,873.64,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.033897793657835,0.0053706639861875,0.1,0.33897793657834996,68,6.799999999999992,2.6935441083177807
1,876.37,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.033897793657835,0.0057811851267971,0.1,0.33897793657834996,69,6.8999999999999915,2.7274419019756158
1,1337.17,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0336390349082088,0.010332990961711,0.1,0.336390349082088,70,6.999999999999991,2.7610809368838245
1,1355.64,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0335808953733251,0.0105441812033959,0.1,0.335808953733251,71,7.099999999999991,2.7946618322571495
4,822.63,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0334337912240635,0.0054516115868896,0.1,0.33433791224063497,72,7.19999999999999,2.828095623481213
1,812.14,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0331718699990282,0.0041296462760646,0.1,0.331718699990282,73,7.29999999999999,2.8612674934802413
1,790.36,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.033129855297132,0.0072198982974691,0.1,0.33129855297132,74,7.39999999999999,2.8943973487773733
1,803.78,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0330694780132029,0.0041296462760646,0.1,0.330694780132029,75,7.499999999999989,2.9274668267905763
1,804.15,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0330694780132029,0.0041296462760646,0.1,0.330694780132029,76,7.599999999999989,2.9605363048037794
1,985.89,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0330054415804673,0.0142893949188532,0.1,0.330054415804673,77,7.699999999999989,2.993541746384247
1,985.0,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0330054415804673,0.0142893949188532,0.1,0.330054415804673,78,7.799999999999988,3.0265471879647143
4,863.52,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0329582559871857,0.0055725323328104,0.1,0.329582559871857,79,7.899999999999988,3.0595054439519
1,982.19,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0328359062964742,0.0142893949188532,0.1,0.32835906296474193,80,7.999999999999988,3.092341350248374
1,796.97,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0326937370596925,0.0032320981909007,0.1,0.326937370596925,81,8.099999999999987,3.1250350873080666
1,898.89,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.032648407596117,0.0089196284802355,0.1,0.32648407596116996,82,8.199999999999987,3.1576834949041834
2,795.13,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0326418710217376,0.002651848189024,0.1,0.326418710217376,83,8.299999999999986,3.190325365925921
1,792.6,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0326202561291175,0.004844752810632,0.1,0.326202561291175,84,8.399999999999986,3.2229456220550388
1,792.58,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0326202561291175,0.004844752810632,0.1,0.326202561291175,85,8.499999999999986,3.2555658781841563
1,797.41,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0326153628052883,0.0032320981909007,0.1,0.326153628052883,86,8.599999999999985,3.2881812409894446
1,818.51,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0325897755706316,0.0041296462760646,0.1,0.32589775570631596,87,8.699999999999985,3.320771016560076
2,857.8,0,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0324662547426307,0.0029744571904305,0.1,0.32466254742630696,88,8.799999999999985,3.353237271302707
1,800.72,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0324275162239919,0.0032320981909007,0.1,0.324275162239919,89,8.899999999999984,3.3856647875266987
2,875.37,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0323067321167293,0.0031133460793194,0.1,0.323067321167293,90,8.999999999999984,3.417971519643428
2,872.35,0,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0323067321167293,0.0031133460793194,0.1,0.323067321167293,91,9.099999999999984,3.450278251760157
1,1853.3,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0206289247970641,0.1,0.322856092481395,92,9.199999999999983,3.4825638610082965
1,1895.51,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0206289247970641,0.1,0.322856092481395,93,9.299999999999983,3.514849470256436
1,2126.23,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0206289247970641,0.1,0.322856092481395,94,9.399999999999983,3.5471350795045753
1,1503.26,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.019106772604986,0.1,0.322856092481395,95,9.499999999999982,3.5794206887527147
1,1502.12,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0179215071031892,0.1,0.322856092481395,96,9.599999999999982,3.611706298000854
1,1747.62,0,1,1,Persuadables,1,1,143.52,1,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0206289247970641,0.1,0.322856092481395,97,9.699999999999982,3.6439919072489935
1,1779.41,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0322856092481395,0.0206289247970641,0.1,0.322856092481395,98,9.799999999999981,3.676277516497133
1,926.25,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0322343703333078,0.0105230222486369,0.1,0.322343703333078,99,9.89999999999998,3.7085118868304408
1,1400.87,1,1,1,Persuadables,1,1,47.98,1,False,False,False,False,False,True,True,False,False,False,0.0321961076744926,0.0157785772343826,0.1,0.321961076744926,100,9.99999999999998,3.7407079945049335
1,800.66,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0321760502741774,0.0041296462760646,0.1,0.321760502741774,101,10.09999999999998,3.772884044779111
1,800.95,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0321760502741774,0.0041296462760646,0.1,0.321760502741774,102,10.19999999999998,3.8050600950532885
1,930.77,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0320370019122551,0.0106648454098263,0.1,0.320370019122551,103,10.29999999999998,3.8370970969655436
3,805.56,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0320232298960878,0.0020937095322727,0.1,0.320232298960878,104,10.399999999999979,3.869120326861631
1,813.19,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0318900466895068,0.0028355994381766,0.1,0.31890046689506796,105,10.499999999999979,3.901010373551138
1,811.22,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0318900466895068,0.0028355994381766,0.1,0.31890046689506796,106,10.599999999999978,3.9329004202406446
1,1411.37,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0318868099047518,0.0163042394532613,0.1,0.318868099047518,107,10.699999999999978,3.9647872301453964
1,931.0,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0318732850527017,0.0091454281773927,0.1,0.31873285052701694,108,10.799999999999978,3.996660515198098
1,1374.91,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0318126701515819,0.0151488512113446,0.1,0.318126701515819,109,10.899999999999977,4.02847318534968
1,825.64,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0318098380552411,0.0041296462760646,0.1,0.318098380552411,110,10.999999999999977,4.060283023404921
1,841.18,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0318098380552411,0.0041921462760646,0.1,0.318098380552411,111,11.099999999999977,4.092092861460162
1,840.72,1,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0318098380552411,0.0041921462760646,0.1,0.318098380552411,112,11.199999999999976,4.123902699515403
4,834.08,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0317031321989409,0.0034140190741979,0.1,0.317031321989409,113,11.299999999999976,4.155605831714344
4,839.0,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0317031321989409,0.0034140190741979,0.1,0.317031321989409,114,11.399999999999975,4.187308963913285
1,1416.06,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,False,True,True,False,False,False,0.0317016247195666,0.0163042394532613,0.1,0.31701624719566596,115,11.499999999999975,4.219010588632852
4,831.11,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0315448823768202,0.0025841294017096,0.1,0.315448823768202,116,11.599999999999975,4.250555471009672
1,1424.3,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,False,True,True,False,False,False,0.0314813617651969,0.0165395335709083,0.1,0.31481361765196897,117,11.699999999999974,4.282036832774868
1,866.98,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0314607076940794,0.0044645821735005,0.1,0.314607076940794,118,11.799999999999974,4.313497540468948
1,824.94,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0313515570602133,0.0028355994381766,0.1,0.313515570602133,119,11.899999999999974,4.344849097529161
3,771.98,1,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0311969315602305,0.0053703675033403,0.1,0.311969315602305,120,11.999999999999973,4.376046029089391
4,869.59,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0311563760318304,0.0034708372560161,0.1,0.31156376031830396,121,12.099999999999973,4.407202405121222
1,834.46,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0311545722785322,0.0028355994381766,0.1,0.311545722785322,122,12.199999999999973,4.438356977399754
2,801.67,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0311219941658827,0.0042109792349805,0.1,0.311219941658827,123,12.299999999999972,4.4694789715656364
1,844.35,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0310870047109646,0.0028980994381766,0.1,0.310870047109646,124,12.399999999999972,4.500565976276601
2,927.26,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0310851711792077,0.0048665832676987,0.1,0.310851711792077,125,12.499999999999972,4.5316511474558085
3,795.06,0,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0310605105541017,0.0020937095322727,0.1,0.310605105541017,126,12.599999999999971,4.56271165800991
3,797.08,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0310605105541017,0.0020937095322727,0.1,0.310605105541017,127,12.69999999999997,4.593772168564011
2,753.09,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.0310480922291593,0.0072202507952399,0.1,0.31048092229159296,128,12.79999999999997,4.624820260793171
2,756.84,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0310480922291593,0.0072202507952399,0.1,0.31048092229159296,129,12.89999999999997,4.65586835302233
2,754.0,1,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0310480922291593,0.0072202507952399,0.1,0.31048092229159296,130,12.99999999999997,4.68691644525149
3,822.84,0,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0310008804062145,0.0020937095322727,0.1,0.310008804062145,131,13.09999999999997,4.717917325657704
4,884.15,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0308747826683289,0.0088046737476956,0.1,0.308747826683289,132,13.199999999999969,4.748792108326033
3,839.37,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0308038956245334,0.0020937095322727,0.1,0.30803895624533395,133,13.299999999999969,4.779596003950567
1,881.24,0,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,True,False,False,False,0.0308036589570251,0.0047406223408415,0.1,0.308036589570251,134,13.399999999999968,4.810399662907592
9,806.84,0,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0307593742342557,0.001494251856491,0.1,0.307593742342557,135,13.499999999999968,4.841159037141848
2,777.8,1,1,1,Persuadables,0,0,0.0,0,False,False,False,False,True,False,False,False,False,False,0.0307230709171657,0.0053362346641888,0.1,0.30723070917165696,136,13.599999999999968,4.871882108059014
3,789.82,0,1,1,Persuadables,1,0,0.0,1,False,False,False,False,True,False,False,False,False,False,0.0306960269929607,0.0024283438212915,0.1,0.306960269929607,137,13.699999999999967,4.902578135051974
3,759.01,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,False,True,False,False,0.0306900353556599,0.0053703675033403,0.1,0.30690035355659895,138,13.799999999999967,4.933268170407634
9,820.22,1,1,1,Persuadables,1,0,0.0,0,False,False,False,False,True,False,False,True,False,False,0.03064564037043,0.0026889720330762,0.1,0.3064564037043,139,13.899999999999967,4.963913810778064
2,827.82,1,1,1,Persuadables,0,0,0.0,1,False,False,False,False,True,False,True,False,False,False,0.0306195732289114,0.0042109792349805,0.1,0.306195732289114,140,13.999999999999966,4.994533384006975
